incident_id,year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
CRM0005062,2024,10,Monday,,Night (10pm-2am),Nigeria,Suburban,605,Fraud,5.0,2,Male,36-45,0,0,419.01,,Convicted,Closed - Solved,Emergency Call,70.3,2,52,No,No,No,Partial Coverage,Well Lit,3,38.0,Yes
CRM0005063,2022,9,Saturday,Winter,Morning (6am-12pm),Germany,Rural,144,Assault,7.3,3,Male,18-25,0,0,3385.69,,Acquitted,Closed - Unsolved,Emergency Call,23.9,3,63,No,Yes,Yes,Partial Coverage,No Lighting,2,59.8,No
CRM0005064,2024,8,Wednesday,Spring,Evening (6pm-10pm),Egypt,Urban,1441,Drug Offense,1.2,1,Female,56-65,0,0,26.85,Firearm,At Large,Closed - Unsolved,Community Report,16.7,2,8,No,Yes,Yes,Partial Coverage,Partially Lit,2,63.9,No
CRM0005065,2023,7,Tuesday,Winter,Night (10pm-2am),Pakistan,Urban,3010,Theft,7.8,1,Unknown,65+,2,0,1226.89,Vehicle,Under Investigation,Open - Active,Police Station,73.0,3,43,No,No,No,No Coverage,Partially Lit,5,33.8,No
CRM0005066,2022,1,Friday,Autumn,Afternoon (12pm-6pm),Australia,Urban,910,Drug Offense,7.5,1,Male,46-55,0,0,57.3,Knife,Arrested,Closed - Solved,Community Report,13.3,5,92,No,No,Yes,Full Coverage,Well Lit,2,69.3,Yes
CRM0005067,2023,2,Wednesday,Spring,Evening (6pm-10pm),India,Suburban,202,Sexual Assault,6.2,1,Male,18-25,0,0,102.28,,Arrested,Closed - Solved,Emergency Call,12.9,4,20,No,No,No,Partial Coverage,Well Lit,2,42.5,Yes
CRM0005068,2025,2,Thursday,Autumn,Morning (6am-12pm),Pakistan,Urban,1795,Sexual Assault,3.3,1,Male,Under 18,0,0,532.84,Blunt Object,At Large,Closed - Unsolved,Emergency Call,26.2,2,42,Unknown,No,No,Partial Coverage,Well Lit,2,49.0,No
CRM0005069,2025,1,Saturday,Summer,Afternoon (12pm-6pm),Mexico,,179,Drug Offense,6.2,1,Female,36-45,0,0,126.19,Blunt Object,Under Investigation,Open - Active,Emergency Call,16.5,3,10,Unknown,No,No,Full Coverage,No Lighting,2,67.9,No
CRM0005070,2025,2,Sunday,Winter,Night (10pm-2am),Nigeria,Urban,744,Murder,3.5,1,Male,Under 18,0,0,141.64,,At Large,Open - Active,Online Portal,60.9,2,11,Unknown,Yes,No,Partial Coverage,Partially Lit,3,62.8,No
CRM0005071,2022,1,Tuesday,Spring,Night (10pm-2am),India,Suburban,187,Assault,5.6,1,Male,26-35,0,0,729.84,Unknown,Under Investigation,Closed - Unsolved,Police Station,33.2,5,73,Yes,,Yes,Full Coverage,Poorly Lit,2,60.1,No
CRM0005072,2023,10,Friday,Autumn,Night (10pm-2am),India,Urban,2912,Theft,5.1,2,Male,Under 18,0,0,2688.18,,At Large,Open - Cold Case,Emergency Call,41.8,4,24,No,No,Unknown,Full Coverage,Well Lit,2,69.2,No
CRM0005073,2022,6,Wednesday,Spring,Night (10pm-2am),Turkey,Urban,867,Assault,6.5,1,Female,26-35,0,0,50.32,Knife,Convicted,Pending Trial,Emergency Call,23.7,2,38,No,No,Unknown,Partial Coverage,Poorly Lit,2,57.7,Yes
CRM0005074,2022,4,Wednesday,Winter,Late Night (2am-6am),Brazil,Suburban,408,Robbery,8.7,2,Male,65+,2,1,7453.59,,Convicted,Closed - Solved,Police Station,30.1,2,82,Yes,No,Yes,Partial Coverage,Well Lit,6,32.4,Yes
CRM0005075,2025,10,Saturday,Winter,Morning (6am-12pm),Mexico,Suburban,320,Burglary,8.6,2,Male,26-35,2,0,664.01,,Acquitted,Open - Active,Police Station,39.0,2,83,No,No,No,No Coverage,Well Lit,2,21.8,No
CRM0005076,2025,2,Sunday,Summer,Night (10pm-2am),USA,Suburban,480,Robbery,4.9,1,Male,18-25,2,0,31.35,,Unknown,Closed - Solved,Police Station,4.5,10,19,Yes,No,No,Full Coverage,Poorly Lit,1,81.5,Yes
CRM0005077,2021,6,Tuesday,Autumn,Afternoon (12pm-6pm),Canada,Urban,1630,Robbery,5.3,1,Unknown,18-25,0,0,39.2,Unknown,Under Investigation,Open - Active,Emergency Call,30.1,3,22,No,No,No,Partial Coverage,Well Lit,3,39.3,No
CRM0005078,2023,10,Saturday,Autumn,Evening (6pm-10pm),UK,Urban,997,Drug Offense,6.1,4,Male,46-55,4,1,697.83,Knife,Unknown,Open - Active,Emergency Call,47.0,2,234,Yes,,Yes,Partial Coverage,Well Lit,2,27.6,No
CRM0005079,2025,2,Wednesday,Winter,Night (10pm-2am),South Africa,Suburban,253,Drug Offense,4.3,1,Female,56-65,0,0,64.38,,Under Investigation,Closed - Solved,Police Station,16.6,2,229,No,No,No,Partial Coverage,Poorly Lit,2,45.5,Yes
CRM0005080,2022,11,Saturday,Winter,Afternoon (12pm-6pm),Pakistan,Suburban,297,Assault,7.4,2,Female,26-35,3,3,12441.1,,Acquitted,Open - Cold Case,Police Station,33.8,2,60,No,Yes,Yes,No Coverage,No Lighting,2,30.3,No
CRM0005081,2021,1,Wednesday,Spring,Night (10pm-2am),USA,Suburban,549,Theft,8.9,2,Male,65+,3,0,2723.67,Unknown,Arrested,Closed - Solved,Police Station,32.5,6,93,No,No,No,Full Coverage,Partially Lit,2,60.9,Yes
CRM0005082,2023,1,Friday,Autumn,Afternoon (12pm-6pm),Canada,,220,Fraud,6.4,1,Male,,1,0,321.12,Vehicle,At Large,Closed - Unsolved,Emergency Call,14.3,3,73,No,No,No,Partial Coverage,Poorly Lit,4,71.9,No
CRM0005083,2021,4,Wednesday,Summer,Morning (6am-12pm),USA,,1288,Theft,4.8,2,Female,36-45,0,0,265.57,Firearm,Under Investigation,Open - Active,Police Station,33.1,1,59,No,,Yes,Partial Coverage,Partially Lit,2,52.2,No
CRM0005084,2022,8,Sunday,Autumn,Evening (6pm-10pm),USA,Urban,1269,Robbery,4.7,1,Female,56-65,0,0,386.18,,Convicted,Closed - Unsolved,Police Station,40.5,1,40,No,Yes,No,No Coverage,Well Lit,2,30.1,No
CRM0005085,2021,3,Friday,Autumn,Late Night (2am-6am),India,Remote,13,Assault,2.6,1,Female,18-25,0,0,91.24,Unknown,Arrested,Open - Active,Police Station,4.0,8,18,Unknown,No,No,Full Coverage,Poorly Lit,1,83.2,No
CRM0005086,2022,7,Sunday,Winter,Night (10pm-2am),USA,Rural,118,Assault,2.5,1,Unknown,56-65,0,0,31.56,Firearm,Convicted,Open - Cold Case,Emergency Call,22.7,4,8,No,No,No,Partial Coverage,,1,52.1,No
CRM0005087,2025,4,Sunday,Autumn,Morning (6am-12pm),Indonesia,Suburban,288,Assault,4.5,1,Unknown,36-45,0,0,885.03,Knife,Under Investigation,Open - Active,Police Station,61.3,1,152,Unknown,Yes,No,No Coverage,Partially Lit,2,54.0,No
CRM0005088,2024,4,Tuesday,Spring,Evening (6pm-10pm),India,Urban,1852,Drug Offense,7.9,2,Female,46-55,3,0,679.27,Firearm,Arrested,Closed - Solved,Emergency Call,21.0,2,64,Yes,No,Yes,Partial Coverage,Well Lit,3,30.2,Yes
CRM0005089,2025,5,Saturday,Winter,Night (10pm-2am),Turkey,Urban,2483,Assault,3.7,1,Female,18-25,0,0,161.31,Knife,At Large,Open - Cold Case,Police Station,34.0,1,26,Unknown,No,No,Partial Coverage,Well Lit,3,58.8,No
CRM0005090,2024,10,Saturday,Summer,Night (10pm-2am),Pakistan,Rural,42,Theft,4.6,1,Female,56-65,1,0,140.07,,At Large,Open - Active,Emergency Call,19.3,1,41,No,Unknown,Yes,Partial Coverage,Poorly Lit,2,52.9,No
CRM0005091,2021,8,Friday,Winter,Night (10pm-2am),France,Rural,52,Drug Offense,4.6,1,Male,46-55,0,0,350.98,Firearm,At Large,Closed - Unsolved,Police Station,82.5,2,30,Unknown,No,No,No Coverage,Partially Lit,3,44.3,No
CRM0005092,2021,11,Saturday,Winter,Afternoon (12pm-6pm),Egypt,Suburban,692,Sexual Assault,2.9,1,Male,46-55,0,0,49.75,Knife,Under Investigation,Open - Active,Emergency Call,15.9,3,42,No,Unknown,No,Full Coverage,Poorly Lit,3,62.7,No
CRM0005093,2023,9,Tuesday,Summer,Night (10pm-2am),UK,Rural,40,Burglary,7.5,5,Male,,4,0,7814.67,Unknown,At Large,Open - Active,Police Station,22.8,4,83,No,No,No,Full Coverage,Partially Lit,4,52.2,No
CRM0005094,2025,8,Monday,Winter,Night (10pm-2am),Australia,Suburban,448,Assault,1.9,1,Female,65+,0,0,4.27,Firearm,Acquitted,Closed - Unsolved,Online Portal,29.4,3,9,Unknown,No,No,Partial Coverage,Partially Lit,5,65.5,No
CRM0005095,2023,3,Monday,Spring,Night (10pm-2am),Nigeria,Urban,3262,Robbery,3.4,1,Female,46-55,0,0,351.62,Knife,Arrested,Open - Cold Case,Anonymous Tip,73.3,2,65,Unknown,No,No,No Coverage,Well Lit,4,45.2,No
CRM0005096,2025,7,Sunday,Spring,Evening (6pm-10pm),Egypt,Urban,838,Burglary,6.3,1,Female,46-55,1,0,8154.95,Firearm,At Large,Open - Cold Case,Police Station,85.7,2,81,No,No,Unknown,No Coverage,Partially Lit,1,26.5,No
CRM0005097,2023,1,Saturday,Autumn,Late Night (2am-6am),Mexico,Urban,4116,Trafficking,4.2,1,Male,18-25,0,0,92.14,Knife,At Large,Open - Cold Case,Police Station,40.0,2,34,Yes,Yes,Yes,Partial Coverage,Well Lit,6,52.4,No
CRM0005098,2024,4,Wednesday,Spring,Night (10pm-2am),Pakistan,,4090,Assault,8.7,2,Male,56-65,1,0,2424.75,,At Large,Open - Cold Case,Emergency Call,66.7,3,44,No,No,No,Partial Coverage,Poorly Lit,4,43.6,No
CRM0005099,2024,11,Thursday,Summer,Night (10pm-2am),Turkey,Suburban,409,Cybercrime,8.2,4,Male,18-25,0,0,285.51,,Under Investigation,Closed - Unsolved,Police Station,44.7,2,20,No,No,No,No Coverage,Well Lit,2,25.9,No
CRM0005100,2024,2,Wednesday,Winter,Night (10pm-2am),UK,Suburban,349,Assault,4.8,1,Female,36-45,0,0,41.25,,Unknown,Open - Cold Case,Anonymous Tip,18.9,3,38,Unknown,No,No,Partial Coverage,Partially Lit,1,71.2,No
CRM0005101,2022,3,Friday,Autumn,Night (10pm-2am),Turkey,Rural,54,Vandalism,7.7,1,Female,18-25,0,0,137.99,Unknown,Arrested,Closed - Solved,Police Station,9.0,2,8,Yes,Yes,Unknown,Full Coverage,No Lighting,1,64.4,Yes
CRM0005102,2023,11,Tuesday,Spring,Night (10pm-2am),Egypt,Urban,3090,Burglary,4.6,1,Female,36-45,0,0,55.04,,Arrested,Open - Active,Police Station,90.4,3,23,Unknown,No,Unknown,Partial Coverage,Well Lit,3,55.7,No
CRM0005103,2024,6,Sunday,Winter,Night (10pm-2am),Pakistan,Urban,837,Burglary,7.5,1,Female,56-65,0,0,210.86,Firearm,Acquitted,Open - Active,Police Station,49.1,3,30,Yes,No,No,Partial Coverage,Partially Lit,3,38.5,No
CRM0005104,2021,6,Sunday,Spring,Evening (6pm-10pm),Nigeria,Urban,2187,Fraud,4.9,1,Female,26-35,0,0,89.83,,At Large,Pending Trial,Police Station,49.4,5,9,No,No,No,Partial Coverage,Partially Lit,1,42.6,Yes
CRM0005105,2021,1,Friday,Autumn,Evening (6pm-10pm),Germany,Rural,109,Sexual Assault,6.2,2,Female,26-35,4,0,26461.51,Knife,At Large,Open - Active,Emergency Call,21.2,4,151,Yes,No,No,Full Coverage,No Lighting,0,76.0,No
CRM0005106,2025,6,Saturday,Autumn,Afternoon (12pm-6pm),UK,Rural,64,Fraud,6.4,3,Male,18-25,3,0,349.32,Unknown,Arrested,Open - Cold Case,Police Station,20.7,5,35,Yes,Yes,No,Full Coverage,Partially Lit,3,35.8,No
CRM0005107,2024,5,Monday,Autumn,Afternoon (12pm-6pm),USA,Suburban,432,Assault,6.4,4,Female,26-35,0,0,876.24,,Under Investigation,Open - Cold Case,Police Station,79.3,2,541,Unknown,No,No,No Coverage,Poorly Lit,4,34.0,No
CRM0005108,2025,11,Monday,Winter,Evening (6pm-10pm),USA,Urban,2599,Assault,7.3,3,Female,26-35,4,2,804.6,Knife,At Large,Open - Cold Case,Online Portal,88.7,4,55,Unknown,Yes,Yes,Partial Coverage,Well Lit,3,40.4,No
CRM0005109,2025,6,Wednesday,Summer,Evening (6pm-10pm),Egypt,Urban,847,Theft,8.1,2,Female,26-35,4,0,2582.36,Blunt Object,Acquitted,Closed - Unsolved,Emergency Call,17.4,5,68,Yes,Yes,No,Full Coverage,Partially Lit,5,89.1,No
CRM0005110,2022,7,Sunday,Spring,Night (10pm-2am),Pakistan,Suburban,219,Drug Offense,3.4,2,Male,65+,0,0,135.34,Vehicle,Unknown,Open - Cold Case,Online Portal,29.9,4,21,No,No,Yes,Partial Coverage,Well Lit,1,50.8,No
CRM0005111,2024,4,Thursday,Spring,Evening (6pm-10pm),UK,Rural,149,Theft,6.3,1,Female,18-25,3,0,101.67,,Arrested,Open - Cold Case,Online Portal,8.2,6,15,No,Yes,No,Full Coverage,Poorly Lit,2,57.0,No
CRM0005112,2023,8,Friday,Autumn,Late Night (2am-6am),Egypt,Urban,991,Robbery,6.4,1,Female,26-35,0,0,43.71,Blunt Object,Unknown,Open - Active,Community Report,26.2,2,16,Unknown,No,Unknown,Partial Coverage,Well Lit,3,47.4,No
CRM0005113,2024,5,Wednesday,Spring,Afternoon (12pm-6pm),Pakistan,Urban,2858,Cybercrime,3.7,1,Male,46-55,0,0,47.31,Unknown,At Large,Closed - Unsolved,Police Station,23.7,4,14,Yes,Yes,No,Full Coverage,Well Lit,3,78.4,No
CRM0005114,2022,11,Wednesday,Autumn,Afternoon (12pm-6pm),Egypt,Rural,95,Cybercrime,8.8,1,Male,36-45,4,0,800.64,,Under Investigation,Open - Active,Online Portal,29.0,5,28,No,No,No,Partial Coverage,No Lighting,2,33.4,No
CRM0005115,2025,12,Friday,Summer,Afternoon (12pm-6pm),Indonesia,Urban,7078,Domestic Violence,5.4,1,Female,36-45,0,0,307.47,Firearm,Arrested,Open - Cold Case,Emergency Call,75.9,4,30,Yes,No,No,Partial Coverage,Well Lit,4,54.7,No
CRM0005116,2023,9,Tuesday,Autumn,Evening (6pm-10pm),Egypt,Rural,74,Theft,7.8,1,Male,26-35,0,0,203.52,,At Large,Closed - Solved,Online Portal,11.0,3,19,No,No,No,Partial Coverage,Poorly Lit,3,66.3,Yes
CRM0005117,2021,8,Friday,Winter,Morning (6am-12pm),UK,,2984,Fraud,6.8,1,Female,36-45,0,0,35.75,Blunt Object,Convicted,Closed - Solved,Police Station,46.3,4,6,No,Unknown,No,Partial Coverage,Well Lit,6,55.9,Yes
CRM0005118,2024,10,Sunday,Summer,Night (10pm-2am),Mexico,,390,Fraud,5.3,1,Male,65+,0,0,340.55,Knife,Unknown,Closed - Unsolved,Emergency Call,36.1,2,19,No,No,No,Partial Coverage,Partially Lit,2,57.7,No
CRM0005119,2021,6,Friday,Summer,Night (10pm-2am),Nigeria,Urban,1010,Fraud,5.3,1,Female,26-35,0,0,296.77,Knife,At Large,Pending Trial,Community Report,15.0,10,11,No,No,No,Full Coverage,Partially Lit,2,59.1,Yes
CRM0005120,2021,11,Sunday,Autumn,Evening (6pm-10pm),USA,Suburban,290,Murder,5.9,1,Female,56-65,3,0,28.36,,Under Investigation,Open - Cold Case,Emergency Call,14.4,4,19,No,No,Yes,Partial Coverage,Partially Lit,2,54.4,No
CRM0005121,2025,6,Tuesday,Winter,Night (10pm-2am),South Africa,Rural,128,Theft,6.8,2,Male,36-45,0,0,98.25,Firearm,At Large,Open - Active,Online Portal,26.5,6,49,No,Unknown,No,Full Coverage,Poorly Lit,2,63.0,No
CRM0005122,2023,1,Thursday,Autumn,Morning (6am-12pm),Pakistan,Urban,1452,Vandalism,2.2,1,Female,Under 18,0,0,20.54,Blunt Object,Arrested,Closed - Unsolved,Emergency Call,31.6,2,7,Unknown,No,Yes,Partial Coverage,Poorly Lit,3,62.6,No
CRM0005123,2023,1,Thursday,Spring,Night (10pm-2am),Pakistan,Suburban,471,Domestic Violence,6.6,4,Female,18-25,0,0,25457.33,Firearm,Arrested,Pending Trial,Police Station,34.4,3,74,No,No,No,Partial Coverage,Poorly Lit,4,31.0,Yes
CRM0005124,2024,3,Saturday,Summer,Morning (6am-12pm),Pakistan,Urban,1845,Theft,2.8,1,Male,36-45,0,0,167.81,Chemical,Convicted,Pending Trial,Police Station,12.1,3,54,No,No,No,Full Coverage,Partially Lit,1,68.5,Yes
CRM0005125,2022,6,Friday,Autumn,Afternoon (12pm-6pm),Turkey,Urban,915,Burglary,2.1,1,Male,56-65,0,0,17.97,Blunt Object,Under Investigation,Closed - Solved,Online Portal,21.0,3,29,No,No,Unknown,Partial Coverage,Poorly Lit,5,70.4,Yes
CRM0005126,2021,1,Monday,Winter,Night (10pm-2am),India,Urban,853,Assault,4.8,1,Female,65+,0,0,35.75,,Arrested,Closed - Solved,Police Station,21.7,3,25,Unknown,No,Unknown,Full Coverage,Partially Lit,5,77.4,Yes
CRM0005127,2023,5,Saturday,Autumn,Afternoon (12pm-6pm),India,Suburban,394,Robbery,5.9,1,Female,18-25,0,0,29.23,,At Large,Open - Active,Police Station,23.2,3,3,Yes,No,Yes,Partial Coverage,Partially Lit,4,64.2,No
CRM0005128,2022,11,Sunday,Autumn,Night (10pm-2am),Mexico,Suburban,626,Theft,7.1,2,Female,18-25,0,0,1379.08,Knife,Convicted,Open - Active,Police Station,29.0,4,55,No,No,Yes,Partial Coverage,Partially Lit,5,42.5,No
CRM0005129,2023,9,Thursday,Summer,Night (10pm-2am),Australia,Urban,7078,Theft,4.5,1,Female,26-35,0,0,38.48,Firearm,Under Investigation,Open - Active,Police Station,56.5,1,69,Yes,No,No,Partial Coverage,Well Lit,5,40.3,No
CRM0005130,2025,10,Monday,Winter,Night (10pm-2am),Australia,,627,Fraud,6.3,2,Female,36-45,3,0,1185.93,Unknown,Under Investigation,Open - Cold Case,Police Station,120.9,2,37,No,No,Yes,No Coverage,Poorly Lit,3,31.8,No
CRM0005131,2021,1,Tuesday,Spring,Night (10pm-2am),Pakistan,Suburban,244,Assault,5.1,1,Male,65+,0,0,50.27,,Arrested,Open - Cold Case,Police Station,59.2,2,25,No,Unknown,No,Partial Coverage,Partially Lit,1,62.2,No
CRM0005132,2021,1,Monday,Spring,Afternoon (12pm-6pm),India,Urban,931,Cybercrime,8.7,4,Male,46-55,8,1,124798.64,Firearm,Under Investigation,Closed - Solved,Emergency Call,18.8,6,85,No,No,No,Full Coverage,Partially Lit,1,34.3,Yes
CRM0005133,2022,7,Wednesday,Winter,Evening (6pm-10pm),Egypt,Rural,48,Drug Offense,6.0,1,Male,36-45,0,0,837.84,,Unknown,Pending Trial,Police Station,15.8,5,84,No,Unknown,No,Partial Coverage,Partially Lit,2,66.3,Yes
CRM0005134,2024,9,Friday,Spring,Evening (6pm-10pm),UK,Remote,21,Theft,9.6,3,Female,36-45,6,0,3547.61,Blunt Object,Unknown,Pending Trial,Police Station,21.5,5,434,No,No,No,Partial Coverage,No Lighting,0,38.3,Yes
CRM0005135,2024,8,Saturday,Winter,Afternoon (12pm-6pm),South Africa,Suburban,364,Drug Offense,2.1,3,Male,36-45,0,0,68.34,,Arrested,Closed - Solved,Police Station,22.1,3,11,No,No,No,Full Coverage,,4,80.1,Yes
CRM0005136,2023,12,Saturday,Winter,Evening (6pm-10pm),Indonesia,Urban,1533,Theft,7.8,2,Female,26-35,1,0,2874.11,Unknown,At Large,Closed - Unsolved,Online Portal,62.7,2,29,Yes,No,No,No Coverage,,2,31.0,No
CRM0005137,2023,5,Sunday,Winter,Evening (6pm-10pm),Australia,Urban,2232,Theft,4.9,1,Female,18-25,0,0,15.5,,Arrested,Closed - Solved,Online Portal,47.9,3,24,No,,Unknown,Partial Coverage,Well Lit,3,69.0,Yes
CRM0005138,2022,7,Saturday,Spring,Afternoon (12pm-6pm),Australia,Suburban,206,Theft,5.7,2,Unknown,46-55,1,1,8527.84,,Arrested,Pending Trial,Emergency Call,22.1,2,45,Yes,No,Unknown,Partial Coverage,Well Lit,4,35.9,Yes
CRM0005139,2025,9,Monday,Spring,Night (10pm-2am),India,Suburban,642,Domestic Violence,6.0,4,Male,56-65,0,0,343.63,,Arrested,Closed - Unsolved,Online Portal,13.6,5,62,Yes,Unknown,Unknown,Full Coverage,Partially Lit,4,65.4,No
CRM0005140,2022,9,Friday,Spring,Evening (6pm-10pm),Pakistan,Urban,1954,Vandalism,2.5,1,Female,46-55,0,0,16.92,Blunt Object,At Large,Open - Active,Police Station,79.7,3,6,No,No,No,No Coverage,Well Lit,4,38.0,No
CRM0005141,2023,4,Sunday,Summer,Night (10pm-2am),USA,Suburban,187,Theft,4.3,1,Female,26-35,0,0,55.36,Knife,At Large,Open - Cold Case,Police Station,26.1,1,31,No,No,No,Partial Coverage,Well Lit,3,70.1,No
CRM0005142,2023,8,Thursday,Winter,Evening (6pm-10pm),India,Remote,18,Theft,5.1,1,Male,26-35,0,0,1018.43,,Arrested,Closed - Unsolved,Police Station,9.9,2,25,Unknown,,No,Partial Coverage,Partially Lit,1,69.3,No
CRM0005143,2024,12,Wednesday,Autumn,Late Night (2am-6am),UK,Urban,1913,Assault,2.5,2,Male,36-45,0,0,83.28,,Unknown,Open - Cold Case,Police Station,18.8,2,15,No,No,No,Partial Coverage,Well Lit,7,62.3,No
CRM0005144,2025,7,Thursday,Spring,Evening (6pm-10pm),Pakistan,Urban,1978,Drug Offense,6.3,1,Male,46-55,0,0,37.99,,Arrested,Closed - Solved,Online Portal,56.6,2,68,Yes,No,Unknown,Partial Coverage,Poorly Lit,3,34.4,Yes
CRM0005145,2021,5,Tuesday,,Evening (6pm-10pm),Australia,,837,Burglary,4.4,1,Female,46-55,1,0,28.71,Knife,Arrested,Closed - Solved,Police Station,24.6,4,6,Yes,No,Yes,Full Coverage,Partially Lit,5,74.5,Yes
CRM0005146,2025,11,Saturday,Winter,Evening (6pm-10pm),India,Urban,3951,Robbery,3.3,1,Male,36-45,0,0,37.4,Firearm,Unknown,Open - Cold Case,Emergency Call,49.3,1,9,No,No,Yes,Partial Coverage,Well Lit,3,46.4,No
CRM0005147,2024,9,Friday,Spring,Evening (6pm-10pm),Indonesia,Urban,3524,Burglary,5.1,1,Male,18-25,0,0,1438.37,Vehicle,Arrested,Closed - Solved,Emergency Call,31.9,5,170,No,No,No,Partial Coverage,Partially Lit,4,67.6,Yes
CRM0005148,2022,5,Wednesday,Winter,Afternoon (12pm-6pm),Canada,Urban,1819,Assault,8.0,2,Female,56-65,1,0,820.68,Knife,At Large,Open - Cold Case,Online Portal,28.7,2,96,Yes,No,No,No Coverage,Partially Lit,4,20.5,No
CRM0005149,2025,10,Friday,Autumn,Evening (6pm-10pm),Pakistan,Urban,793,Assault,4.0,1,Female,26-35,0,0,95.62,,Under Investigation,Open - Cold Case,Emergency Call,26.3,1,4,No,No,No,No Coverage,Well Lit,4,42.4,No
CRM0005150,2024,3,Saturday,Spring,Night (10pm-2am),Indonesia,Remote,13,Theft,4.1,1,Female,26-35,0,0,34.29,Knife,Arrested,Closed - Solved,Police Station,17.4,2,32,Yes,Unknown,No,No Coverage,No Lighting,1,59.0,Yes
CRM0005151,2024,8,Monday,Autumn,Night (10pm-2am),France,Suburban,589,Fraud,5.5,2,Male,36-45,0,0,483.25,Firearm,Arrested,Open - Cold Case,Emergency Call,108.5,2,34,No,No,No,No Coverage,Well Lit,2,41.6,No
CRM0005152,2025,9,Sunday,Summer,Morning (6am-12pm),Nigeria,Suburban,195,Assault,6.1,2,Female,18-25,0,0,263.2,,Arrested,Pending Trial,Police Station,16.8,3,15,No,Yes,No,Partial Coverage,Well Lit,2,69.2,Yes
CRM0005153,2025,12,Saturday,Summer,Afternoon (12pm-6pm),Mexico,Urban,1377,Extortion,3.2,1,Female,18-25,0,0,296.63,,Convicted,Pending Trial,Online Portal,57.7,1,111,Unknown,Unknown,No,Partial Coverage,Well Lit,4,47.1,Yes
CRM0005154,2021,5,Monday,Summer,Late Night (2am-6am),Canada,Urban,2834,Cybercrime,8.1,3,Female,46-55,1,0,3869.35,Unknown,Arrested,Closed - Unsolved,Police Station,57.4,4,31,No,Unknown,Unknown,Partial Coverage,Well Lit,4,53.5,No
CRM0005155,2021,3,Saturday,Spring,Night (10pm-2am),USA,Suburban,352,Burglary,7.1,1,Male,36-45,3,0,221.67,Knife,Acquitted,Open - Active,Community Report,34.6,2,88,Yes,Yes,Yes,Partial Coverage,Well Lit,2,40.6,No
CRM0005156,2023,8,Sunday,Spring,Afternoon (12pm-6pm),Egypt,Urban,2843,Fraud,6.6,2,Male,26-35,0,1,777.37,,At Large,Open - Cold Case,Online Portal,51.9,4,27,No,No,No,No Coverage,Poorly Lit,5,20.8,No
CRM0005157,2024,3,Wednesday,Spring,Afternoon (12pm-6pm),South Africa,,275,Theft,6.7,1,Female,36-45,0,0,703.71,Firearm,Acquitted,Pending Trial,Police Station,38.4,2,19,No,Unknown,Yes,No Coverage,Partially Lit,2,36.8,Yes
CRM0005158,2023,9,Tuesday,Spring,Morning (6am-12pm),Germany,Suburban,211,Theft,8.5,3,Male,56-65,4,1,350.94,Knife,At Large,Open - Active,Emergency Call,27.6,4,22,Yes,Yes,No,No Coverage,Partially Lit,1,31.9,No
CRM0005159,2025,10,Tuesday,Winter,Late Night (2am-6am),India,Rural,129,Theft,8.1,4,Female,26-35,4,0,2003.84,,At Large,Open - Active,Emergency Call,16.2,4,149,No,Yes,Yes,Partial Coverage,Well Lit,0,50.2,No
CRM0005160,2024,5,Saturday,Winter,Morning (6am-12pm),South Africa,Suburban,424,Robbery,6.9,1,Male,46-55,3,0,125.49,Unknown,At Large,Open - Active,Police Station,37.8,3,34,Unknown,No,No,Partial Coverage,Partially Lit,1,61.9,No
CRM0005161,2024,6,Sunday,Summer,Night (10pm-2am),Mexico,,810,Assault,7.0,1,Male,65+,0,0,112.41,Knife,Arrested,Closed - Solved,Community Report,50.5,3,24,No,,No,No Coverage,Well Lit,5,39.9,Yes
CRM0005162,2025,4,Saturday,Winter,Late Night (2am-6am),Mexico,Urban,1053,Fraud,6.0,4,Male,46-55,4,0,409.64,Blunt Object,Arrested,Closed - Solved,Emergency Call,17.6,4,62,Yes,No,No,Full Coverage,Well Lit,2,55.1,Yes
CRM0005163,2021,12,Saturday,Winter,Evening (6pm-10pm),Mexico,Rural,58,Fraud,4.7,1,Male,,0,0,294.53,Vehicle,Acquitted,Closed - Unsolved,Police Station,28.5,2,12,No,No,Yes,Partial Coverage,Poorly Lit,1,60.7,No
CRM0005164,2024,10,Sunday,Summer,Morning (6am-12pm),UK,,1223,Cybercrime,7.8,1,Male,18-25,0,0,5307.09,,Convicted,Closed - Solved,Emergency Call,29.5,5,20,Yes,,Yes,Full Coverage,,4,64.5,Yes
CRM0005165,2023,3,Tuesday,Summer,Morning (6am-12pm),USA,Urban,4002,Theft,4.2,1,Male,26-35,0,0,190.21,Knife,Under Investigation,Closed - Unsolved,Emergency Call,25.8,4,189,Yes,No,Unknown,Full Coverage,Well Lit,4,50.1,No
CRM0005166,2021,10,Monday,Winter,Night (10pm-2am),Mexico,Rural,45,Assault,4.5,1,Male,26-35,0,0,335.74,,Arrested,Open - Active,Community Report,25.7,1,170,No,No,No,No Coverage,No Lighting,2,60.8,No
